entity,entity_full_name,agency,date,action_type,from_rating,to_rating,instrument_type,rationale_url,notes
Shriram Finance,Shriram Finance Limited,CRISIL,2024-04-12,initial,,Provisional CRISIL BBB+ (SO),Series A2 PTCs (securitized),,Trust: Sansar Feb 24 II Trust; Securitisation; Unlisted; Source: archive/2024-09
Shriram Finance,Shriram Finance Limited,CRISIL,2024-04-12,initial,,Provisional CRISIL AA+ (SO),Series A1 PTCs (securitized),,Trust: Sansar Feb 24 II Trust; Securitisation; Unlisted; Source: archive/2024-09
Shriram Finance,Shriram Finance Limited,CRISIL,2024-04-23,initial,,Provisional CRISIL AAA (SO),Series A1 PTCs (securitized),,Trust: Sansar April 2024 Trust; Securitisation; Unlisted; Source: archive/2025-03
Shriram Finance,Shriram Finance Limited,CRISIL,2024-06-19,affirmed,Provisional CRISIL BBB+ (SO),CRISIL BBB+ (SO),Series A2 PTCs (securitized),,Trust: Sansar Feb 24 II Trust; Securitisation; Unlisted; Source: archive/2025-03
Shriram Finance,Shriram Finance Limited,CRISIL,2024-06-19,affirmed,Provisional CRISIL AA+ (SO),CRISIL AA+ (SO),Series A1 PTCs (securitized),,Trust: Sansar Feb 24 II Trust; Securitisation; Unlisted; Source: archive/2025-03
Shriram Finance,Shriram Finance Limited,CRISIL,2024-06-21,initial,,Provisional CRISIL BBB+ (SO),Series A2 PTCs (securitized),,Trust: Sansar May 2024 Trust; Securitisation; Unlisted; Source: archive/2025-03
Shriram Finance,Shriram Finance Limited,CRISIL,2024-06-21,initial,,Provisional CRISIL AA+ (SO),Series A1 PTCs (securitized),,Trust: Sansar May 2024 Trust; Securitisation; Unlisted; Source: archive/2025-03
Shriram Finance,Shriram Finance Limited,ICRA,2024-06-28,initial,,[ICRA] AAA,Sansar June 2024 III Trust PTC Series A,,source=history_H1_2024-2025
Shriram Finance,Shriram Finance Limited,CRISIL,2024-07-02,initial,,CRISIL AA+,Non Convertible Debentures,,Non Banking Financial Company (NBFC); Debt and Equity Listed; Source: archive/2025-03
Shriram Finance,Shriram Finance Limited,CRISIL,2024-07-03,initial,,Provisional CRISIL AAA (SO),PTCs (securitized),,Trust: Sansar June 2024 Trust; Securitisation; Listed Securitized Debt Instrument; Source: archive/2025-03
Shriram Finance,Shriram Finance Limited,CRISIL,2024-07-05,affirmed,Provisional CRISIL AAA (SO),CRISIL AAA (SO),PTCs (securitized),,Trust: Sansar June 2024 Trust; Securitisation; Listed Securitized Debt Instrument; Source: archive/2025-03
Shriram Finance,Shriram Finance Limited,CRISIL,2024-07-25,affirmed,Provisional CRISIL AAA (SO),CRISIL AAA (SO),Series A1 PTCs (securitized),,Trust: Sansar April 2024 Trust; Securitisation; Unlisted; Source: archive/2025-03
Shriram Finance,Shriram Finance Limited,CRISIL,2024-08-23,affirmed,Provisional CRISIL AA+ (SO),CRISIL AA+ (SO),Series A1 PTCs (securitized),,Trust: Sansar May 2024 Trust; Securitisation; Unlisted; Source: archive/2024-09
Shriram Finance,Shriram Finance Limited,CRISIL,2024-08-23,affirmed,Provisional CRISIL BBB+ (SO),CRISIL BBB+ (SO),Series A2 PTCs (securitized),,Trust: Sansar May 2024 Trust; Securitisation; Unlisted; Source: archive/2024-09
Shriram Finance,Shriram Finance Limited,CRISIL,2024-09-06,initial,,Provisional CRISIL AAA (SO),PTCs (securitized),,Trust: Sansar Aug 2024 VII Trust; Securitisation; Listed Securitized Debt Instrument; Source: archive/2025-03
Shriram Finance,Shriram Finance Limited,CRISIL,2024-09-09,affirmed,Provisional CRISIL AAA (SO),CRISIL AAA (SO),PTCs (securitized),,Trust: Sansar Aug 2024 VII Trust; Securitisation; Listed Securitized Debt Instrument; Source: archive/2025-03
Shriram Finance,Shriram Finance Limited,ICRA,2024-09-24,initial,,[ICRA] A-,Sansar June 2024 V Trust Equity tranche,,source=history_H1_2024-2025
Shriram Finance,Shriram Finance Limited,ICRA,2024-09-24,initial,,[ICRA] AAA,Sansar June 2024 V Trust PTC Series A,,source=history_H1_2024-2025
Shriram Finance,Shriram Finance Limited,CRISIL,2024-09-27,initial,,CRISIL AA+,Non Convertible Debentures,,Non Banking Financial Company (NBFC); Debt and Equity Listed; Source: archive/2025-03
Shriram Finance,Shriram Finance Limited,CRISIL,2024-09-30,initial,,Provisional CRISIL AAA (SO),Series A1 PTCs (securitized),,Trust: Sansar Aug 2024 V trust; Securitisation; Listed Securitized Debt Instrument; Source: archive/2025-03
Shriram Finance,Shriram Finance Limited,CRISIL,2024-09-30,initial,,Provisional CRISIL BBB+ (SO),Series A2 PTCs (securitized),,Trust: Sansar Aug 2024 VIII Trust; Non Banking Financial Company (NBFC); Unlisted; Source: archive/2024-09
Shriram Finance,Shriram Finance Limited,CRISIL,2024-10-03,affirmed,Provisional CRISIL AAA (SO),CRISIL AAA (SO),Series A1 PTCs (securitized),,Trust: Sansar Aug 2024 V trust; Securitisation; Listed Securitized Debt Instrument; Source: archive/2025-03
Shriram Finance,Shriram Finance Limited,CRISIL,2024-10-03,initial,,Provisional CRISIL BBB+ (SO),Series A2 PTCs (securitized),,Trust: Sansar Sep 2024 II Trust; Securitisation; Unlisted; Source: archive/2025-03
Shriram Finance,Shriram Finance Limited,CRISIL,2024-10-03,initial,,Provisional CRISIL AA+ (SO),Series A1 PTCs (securitized),,Trust: Sansar Sep 2024 II Trust; Securitisation; Unlisted; Source: archive/2025-03
Shriram Finance,Shriram Finance Limited,CRISIL,2024-10-23,initial,,CRISIL AA+,Subordinated Debt,,Non Banking Financial Company (NBFC); Debt and Equity Listed; Source: archive/2025-03
Shriram Finance,Shriram Finance Limited,CRISIL,2024-11-12,initial,,Provisional CRISIL A- (SO),Series A2 PTCs (securitized),,Trust: Sansar Oct 2024 Trust; Securitisation; Unlisted; Source: archive/2025-03
Shriram Finance,Shriram Finance Limited,CRISIL,2024-11-12,initial,,Provisional CRISIL AAA (SO),Series A1 PTCs (securitized),,Trust: Sansar Oct 2024 Trust; Securitisation; Unlisted; Source: archive/2025-03
Shriram Finance,Shriram Finance Limited,CRISIL,2024-11-14,upgrade,CRISIL AA+ (SO),CRISIL AAA (SO),Series A1 PTCs (securitized),,Trust: SANSAR TRUST DEC 2022 VI; Securitisation; Unlisted; Source: archive/2025-03
Shriram Finance,Shriram Finance Limited,CRISIL,2024-11-14,upgrade,CRISIL A- (SO),CRISIL A+ (SO),Series A2 PTCs (securitized),,Trust: SANSAR TRUST DEC 2022 VI; Securitisation; Unlisted; Source: archive/2025-03
Shriram Finance,Shriram Finance Limited,CRISIL,2024-11-14,upgrade,CRISIL BBB+ (SO),CRISIL A (SO),Series A2 PTCs (securitized),,Trust: Sansar Trust July 2023; Securitisation; Unlisted; Source: archive/2025-03
Shriram Finance,Shriram Finance Limited,ICRA,2024-11-28,initial,,[ICRA] A-,Sansar Oct 2024 III Trust Equity tranche,,source=history_H2_2024-2025
Shriram Finance,Shriram Finance Limited,ICRA,2024-11-28,initial,,[ICRA] AAA,Sansar Oct 2024 III Trust PTC Series A,,source=history_H2_2024-2025
Shriram Finance,Shriram Finance Limited,ICRA,2024-12-09,initial,,[ICRA] A-,Sansar Aug 2024 X Trust Second loss facility,,source=history_H2_2024-2025
Shriram Finance,Shriram Finance Limited,ICRA,2024-12-09,initial,,[ICRA] AAA,Sansar Aug 2024 X Trust PTC Series A1,,source=history_H2_2024-2025
Shriram Finance,Shriram Finance Limited,CRISIL,2024-12-11,affirmed,Provisional CRISIL BBB+ (SO),CRISIL BBB+ (SO),Series A2 PTCs (securitized),,Trust: Sansar Aug 2024 VIII Trust; Securitisation; Unlisted; Source: archive/2025-03
Shriram Finance,Shriram Finance Limited,CRISIL,2024-12-11,affirmed,Provisional CRISIL AAA (SO),CRISIL AAA (SO),Series A1 PTCs (securitized),,Trust: Sansar Aug 2024 VIII Trust; Securitisation; Unlisted; Source: archive/2025-03
Shriram Finance,Shriram Finance Limited,ICRA,2024-12-11,affirmed,[ICRA] AA+,(SO),Sansar Trust Sep 2023 Series A1 PTCs,,source=history_H1_2025-2026
Shriram Finance,Shriram Finance Limited,ICRA,2024-12-11,affirmed,[ICRA] A-,(SO),Sansar Trust Sep 2023 Series A2 PTCs,,source=history_H1_2025-2026
Shriram Finance,Shriram Finance Limited,ICRA,2024-12-11,upgrade,[ICRA] AA+,[ICRA] AAA,Sansar Trust Sep 2023 Series A1 PTCs,,source=history_H2_2024-2025
Shriram Finance,Shriram Finance Limited,ICRA,2024-12-11,upgrade,[ICRA] A-,[ICRA] A,Sansar Trust Sep 2023 Series A2 PTCs,,source=history_H2_2024-2025
Shriram Finance,Shriram Finance Limited,CRISIL,2024-12-16,affirmed,Provisional CRISIL BBB+ (SO),CRISIL BBB+ (SO),Series A2 PTCs (securitized),,Trust: Sansar Sep 2024 II Trust; Securitisation; Unlisted; Source: archive/2025-03
Shriram Finance,Shriram Finance Limited,CRISIL,2024-12-16,affirmed,Provisional CRISIL AA+ (SO),CRISIL AA+ (SO),Series A1 PTCs (securitized),,Trust: Sansar Sep 2024 II Trust; Securitisation; Unlisted; Source: archive/2025-03
Shriram Finance,Shriram Finance Limited,ICRA,2024-12-24,initial,,[ICRA] A-,Sansar Dec 2024 IV Trust Series A2 PTC,,source=history_H2_2024-2025
Shriram Finance,Shriram Finance Limited,ICRA,2024-12-24,initial,,[ICRA] AAA,Sansar Dec 2024 IV Trust Series A1 PTC,,source=history_H2_2024-2025
Shriram Finance,Shriram Finance Limited,CRISIL,2025-01-07,initial,,Provisional CRISIL BBB+ (SO),Series A2 PTCs (securitized),,Trust: Sansar Dec 2024 Trust; Securitisation; Unlisted; Source: archive/2025-03
Shriram Finance,Shriram Finance Limited,CRISIL,2025-01-07,initial,,Provisional CRISIL AAA (SO),Series A1 PTCs (securitized),,Trust: Sansar Dec 2024 Trust; Securitisation; Unlisted; Source: archive/2025-03
Shriram Finance,Shriram Finance Limited,CRISIL,2025-01-21,affirmed,Provisional CRISIL A- (SO),CRISIL A- (SO),Series A2 PTCs (securitized),,Trust: Sansar Oct 2024 Trust; Securitisation; Unlisted; Source: archive/2025-03
Shriram Finance,Shriram Finance Limited,CRISIL,2025-01-21,affirmed,Provisional CRISIL AAA (SO),CRISIL AAA (SO),Series A1 PTCs (securitized),,Trust: Sansar Oct 2024 Trust; Securitisation; Unlisted; Source: archive/2025-03
Shriram Finance,Shriram Finance Limited,ICRA,2025-02-18,initial,,[ICRA] AA+,Sansar Feb 2025 Trust Series A1 PTC,,source=history_H2_2024-2025
Shriram Finance,Shriram Finance Limited,ICRA,2025-02-18,initial,,[ICRA] A-,Sansar Feb 2025 Trust Series A2 PTC,,source=history_H2_2024-2025
Shriram Finance,Shriram Finance Limited,ICRA,2025-03-24,initial,,[ICRA] A-,Sansar March 2025 Trust Equity Tranche,,source=history_H2_2024-2025
Shriram Finance,Shriram Finance Limited,ICRA,2025-03-24,initial,,[ICRA] AA+,Sansar March 2025 Trust PTC Series A,,source=history_H2_2024-2025
Shriram Finance,Shriram Finance Limited,CRISIL,2025-03-26,affirmed,Provisional CRISIL AAA (SO),CRISIL AAA (SO),Series A1 PTCs (securitized),,Trust: Sansar Dec 2024 Trust; Securitisation; Unlisted; Source: archive/2025-03
Shriram Finance,Shriram Finance Limited,CRISIL,2025-03-26,affirmed,Provisional CRISIL BBB+ (SO),CRISIL BBB+ (SO),Series A2 PTCs (securitized),,Trust: Sansar Dec 2024 Trust; Securitisation; Unlisted; Source: archive/2025-03
Shriram Finance,Shriram Finance Limited,CRISIL,2025-04-23,initial,,Provisional CRISIL BBB+ (SO),Equity Tranche PTCs (securitized),,Trust: Sansar Jan 2025 Trust; Securitisation; Debt Listed; Source: current
Shriram Finance,Shriram Finance Limited,CRISIL,2025-04-23,initial,,Provisional CRISIL AAA (SO),Series A1 PTCs (securitized),,Trust: Sansar Jan 2025 Trust; Securitisation; Debt Listed; Source: current
Shriram Finance,Shriram Finance Limited,CRISIL,2025-04-25,affirmed,Provisional CRISIL BBB+ (SO),CRISIL BBB+ (SO),Equity Tranche PTCs (securitized),,Trust: Sansar Jan 2025 Trust; Securitisation; Debt Listed; Source: current
Shriram Finance,Shriram Finance Limited,CRISIL,2025-04-25,affirmed,Provisional CRISIL AAA (SO),CRISIL AAA (SO),Series A1 PTCs (securitized),,Trust: Sansar Jan 2025 Trust; Securitisation; Debt Listed; Source: current
Shriram Finance,Shriram Finance Limited,CRISIL,2025-04-29,upgrade,CRISIL AA+ (SO),CRISIL AAA (SO),Series A1 PTCs (securitized),,Trust: SANSAR TRUST APRIL 2023 II; Securitisation; Debt Unlisted; Source: current
Shriram Finance,Shriram Finance Limited,CRISIL,2025-04-29,upgrade,CRISIL BBB+ (SO),CRISIL A (SO),Series A2 PTCs (securitized),,Trust: Sansar Trust Nov 2023 III; Securitisation; Debt Unlisted; Source: current
Shriram Finance,Shriram Finance Limited,CRISIL,2025-05-29,initial,,Provisional CRISIL AAA (SO),Series A1 PTCs (securitized),,Trust: Sansar April 2025 Trust; Securitisation; Debt Unlisted; Source: current
Shriram Finance,Shriram Finance Limited,CRISIL,2025-06-30,initial,,Provisional CRISIL BBB+ (SO) Equivalent,Second Loss facility (securitized),,Trust: Sansar June 2025 V Trust; Securitisation; Debt Unlisted; Source: current
Shriram Finance,Shriram Finance Limited,CRISIL,2025-06-30,initial,,Provisional CRISIL AAA (SO),Series A1(a) PTCs (securitized),,Trust: Sansar June 2025 V Trust; Securitisation; Debt Unlisted; Source: current
Shriram Finance,Shriram Finance Limited,CRISIL,2025-07-24,affirmed,Provisional CRISIL AAA (SO),CRISIL AAA (SO),Series A1 PTCs (securitized),,Trust: Sansar April 2025 Trust; Securitisation; Debt Unlisted; Source: current
Shriram Finance,Shriram Finance Limited,CRISIL,2025-09-26,affirmed,Provisional CRISIL BBB+ (SO) Equivalent,CRISIL BBB+ (SO) Equivalent,Second Loss facility (securitized),,Trust: Sansar June 2025 V Trust; Securitisation; Debt Unlisted; Source: current
Shriram Finance,Shriram Finance Limited,CRISIL,2025-09-26,affirmed,Provisional CRISIL AAA (SO),CRISIL AAA (SO),Series A1(b) PTCs (securitized),,Trust: Sansar June 2025 V Trust; Securitisation; Debt Unlisted; Source: current
Spandana Sphoorty,Spandana Sphoorty Financial Limited,ICRA,2017-08-18,initial,,[ICRA] BBB-,NCD,,source=history_H1_2023-2024
Spandana Sphoorty,Spandana Sphoorty Financial Limited,ICRA,2018-02-01,upgrade,[ICRA] BBB-,[ICRA] BBB,NCD,,source=history_H1_2023-2024
Spandana Sphoorty,Spandana Sphoorty Financial Limited,ICRA,2018-05-21,upgrade,[ICRA] BBB,[ICRA] BBB+,NCD,,source=history_H1_2023-2024
Spandana Sphoorty,Spandana Sphoorty Financial Limited,ICRA,2019-03-29,upgrade,[ICRA] BBB+,[ICRA] A-,NCD,,source=history_H1_2023-2024
Spandana Sphoorty,Spandana Sphoorty Financial Limited,ICRA,2022-09-02,initial,,[ICRA] A+,NIMBUS 2022 MFI HAWKEYE PTC Series A1,,source=history_H2_2022-2023
Spandana Sphoorty,Spandana Sphoorty Financial Limited,ICRA,2022-10-31,initial,,[ICRA] A+,NIMBUS 2022 MFI HAWKEYE PTC Series A1,,source=history_H1_2023-2024
Spandana Sphoorty,Spandana Sphoorty Financial Limited,ICRA,2022-11-04,initial,,[ICRA] A+,Skyline 200 10 2022 PTC Series A1,,source=history_H1_2023-2024
Spandana Sphoorty,Spandana Sphoorty Financial Limited,ICRA,2022-11-04,initial,,[ICRA] AA,Galaxy 10 2022 PTC Series A1,,source=history_H2_2022-2023
Spandana Sphoorty,Spandana Sphoorty Financial Limited,ICRA,2022-12-05,initial,,[ICRA] AA,Galaxy 10 2022 PTC Series A1,,source=history_H1_2023-2024
Spandana Sphoorty,Spandana Sphoorty Financial Limited,ICRA,2023-01-04,initial,,[ICRA] A+,NIMBUS 2022 MFI Bucky PTC Series A1,,source=history_H2_2022-2023
Spandana Sphoorty,Spandana Sphoorty Financial Limited,ICRA,2023-01-05,initial,,[ICRA] A-,Cricket 12 2022 PTC Series A1,,source=history_H2_2022-2023
Spandana Sphoorty,Spandana Sphoorty Financial Limited,ICRA,2023-02-09,initial,,[ICRA] A-,Cricket 12 2022 PTC Series A1,,source=history_H1_2023-2024
Spandana Sphoorty,Spandana Sphoorty Financial Limited,ICRA,2023-02-20,initial,,[ICRA] A+,Striker ABSP 100 01 2023 PTC Series A1,,source=history_H2_2022-2023
Spandana Sphoorty,Spandana Sphoorty Financial Limited,ICRA,2023-02-23,initial,,[ICRA] A+,NIMBUS 2022 MFI Bucky PTC Series A1,,source=history_H1_2023-2024
Spandana Sphoorty,Spandana Sphoorty Financial Limited,ICRA,2023-03-09,initial,,[ICRA] AA-,Nimbus 2023 MFI Cosmos PTC Series A1,,source=history_H2_2022-2023
Spandana Sphoorty,Spandana Sphoorty Financial Limited,ICRA,2023-03-28,initial,,[ICRA] A-,Allium 03 2023 PTC Series A1(b),,source=history_H1_2023-2024
Spandana Sphoorty,Spandana Sphoorty Financial Limited,ICRA,2023-03-28,initial,,[ICRA] AA,Allium 03 2023 PTC Series A1(a),,source=history_H2_2022-2023
Spandana Sphoorty,Spandana Sphoorty Financial Limited,ICRA,2023-04-03,initial,,[ICRA] AA,Speedo AXSP 03 2023 PTC Series A1,,source=history_H1_2023-2024
Spandana Sphoorty,Spandana Sphoorty Financial Limited,ICRA,2023-04-20,initial,,[ICRA] A+,Striker ABSP 100 01 2023 PTC Series A1,,source=history_H1_2023-2024
Spandana Sphoorty,Spandana Sphoorty Financial Limited,ICRA,2023-04-25,initial,,[ICRA] AA-,Nimbus 2023 MFI Cosmos PTC Series A1,,source=history_H1_2023-2024
Spandana Sphoorty,Spandana Sphoorty Financial Limited,ICRA,2023-05-04,initial,,[ICRA] A-,Sunflower 03 2023 PTC Series A1,,source=history_H1_2024-2025
Spandana Sphoorty,Spandana Sphoorty Financial Limited,ICRA,2023-05-26,initial,,[ICRA] AA,Allium 03 2023 PTC Series A1(a),,source=history_H1_2023-2024
Spandana Sphoorty,Spandana Sphoorty Financial Limited,ICRA,2023-06-08,initial,,[ICRA] A-,Sirius 05 2023 PTC Series A1(b),,source=history_H1_2023-2024
Spandana Sphoorty,Spandana Sphoorty Financial Limited,ICRA,2023-06-08,initial,,[ICRA] AA,Sirius 05 2023 PTC Series A1(a),,source=history_H1_2023-2024
Spandana Sphoorty,Spandana Sphoorty Financial Limited,ICRA,2023-06-21,initial,,[ICRA] A-,Sunflower 03 2023 PTC Series A1,,source=history_H1_2023-2024
Spandana Sphoorty,Spandana Sphoorty Financial Limited,CRISIL,2023-07-03,initial,,Provisional CRISIL AA- (SO),Series A1 PTCs (securitized),,Trust: NIMBUS 2023 MFI Aurora; Securitisation; Unlisted; Source: archive/2024-09
Spandana Sphoorty,Spandana Sphoorty Financial Limited,ICRA,2023-07-17,initial,,[ICRA] A-,Sirius 05 2023 PTC Series A1(b),,source=history_H1_2024-2025
Spandana Sphoorty,Spandana Sphoorty Financial Limited,ICRA,2023-07-17,initial,,[ICRA] AA,Sirius 05 2023 PTC Series A1(a),,source=history_H1_2024-2025
Spandana Sphoorty,Spandana Sphoorty Financial Limited,CRISIL,2023-07-26,initial,,Provisional CRISIL AA (SO),Series A PTCs (securitized),,Trust: Indigo 026; Securitisation; Unlisted; Source: archive/2024-09
Spandana Sphoorty,Spandana Sphoorty Financial Limited,CRISIL,2023-08-04,initial,,Provisional CRISIL AA (SO),Series A PTCs (securitized),,Trust: Bucolic 07 2023; Securitisation; Unlisted; Source: archive/2024-09
Spandana Sphoorty,Spandana Sphoorty Financial Limited,ICRA,2023-08-14,initial,,[ICRA] AA-,NIMBUS 2023 MFI IRA PTC Series A1,,source=history_H1_2023-2024
Spandana Sphoorty,Spandana Sphoorty Financial Limited,CRISIL,2023-08-16,initial,,Provisional CRISIL AA (SO),Series A PTCs (securitized),,Trust: Stark TCSP 2023; Securitisation; Unlisted; Source: archive/2024-09
Spandana Sphoorty,Spandana Sphoorty Financial Limited,ICRA,2023-08-18,upgrade,[ICRA] A- (Positive),[ICRA] A (Stable),Non-convertible debentures,,source=movement_H1_2023-2024; trigger=Business Update
Spandana Sphoorty,Spandana Sphoorty Financial Limited,ICRA,2023-08-18,outlook_negative,PP-MLD [ICRA]A- (Positive),PP-MLD [ICRA]A (Stable),Market-Linked Debentures,,source=movement_H1_2023-2024; trigger=Business Update
Spandana Sphoorty,Spandana Sphoorty Financial Limited,ICRA,2023-08-18,upgrade,[ICRA] A-,[ICRA] A,NCD,,source=history_H1_2023-2024
Spandana Sphoorty,Spandana Sphoorty Financial Limited,CRISIL,2023-08-30,initial,,Provisional CRISIL AA (SO),Series A1 PTCs (securitized),,Trust: Orchid 08 2023; Securitisation; Unlisted; Source: archive/2024-09
Spandana Sphoorty,Spandana Sphoorty Financial Limited,CRISIL,2023-09-27,affirmed,Provisional CRISIL AA- (SO),CRISIL AA- (SO),Series A1 PTCs (securitized),,Trust: NIMBUS 2023 MFI Aurora; Securitisation; Unlisted; Source: archive/2024-09
Spandana Sphoorty,Spandana Sphoorty Financial Limited,CRISIL,2023-10-13,affirmed,Provisional CRISIL AA (SO),CRISIL AA (SO),Series A PTCs (securitized),,Trust: Indigo 026; Securitisation; Unlisted; Source: archive/2024-09
Spandana Sphoorty,Spandana Sphoorty Financial Limited,CRISIL,2023-10-25,affirmed,Provisional CRISIL AA (SO),CRISIL AA (SO),Series A PTCs (securitized),,Trust: Stark TCSP 2023; Securitisation; Unlisted; Source: archive/2024-09
Spandana Sphoorty,Spandana Sphoorty Financial Limited,CRISIL,2023-11-29,affirmed,Provisional CRISIL AA (SO),CRISIL AA (SO),Series A1 PTCs (securitized),,Trust: Orchid 08 2023; Securitisation; Unlisted; Source: archive/2024-09
Spandana Sphoorty,Spandana Sphoorty Financial Limited,ICRA,2023-12-14,upgrade,[ICRA] A+,[ICRA] AAA,Skyline 200 10 2022 PTC Series A1,,source=history_H2_2023-2024
Spandana Sphoorty,Spandana Sphoorty Financial Limited,ICRA,2023-12-14,upgrade,[ICRA] AA,[ICRA] AAA,Galaxy 10 2022 PTC Series A1,,source=history_H2_2023-2024
Spandana Sphoorty,Spandana Sphoorty Financial Limited,CRISIL,2024-01-09,affirmed,Provisional CRISIL AA (SO),CRISIL AA (SO),Series A PTCs (securitized),,Trust: Bucolic 07 2023; Securitisation; Unlisted; Source: archive/2024-09
Spandana Sphoorty,Spandana Sphoorty Financial Limited,ICRA,2024-02-22,upgrade,[ICRA] A+,[ICRA] AAA,NIMBUS 2022 MFI Bucky PTC Series A1,,source=history_H2_2023-2024
Spandana Sphoorty,Spandana Sphoorty Financial Limited,ICRA,2024-02-22,upgrade,[ICRA] A-,[ICRA] AAA,Cricket 12 2022 PTC Series A1,,source=history_H2_2023-2024
Spandana Sphoorty,Spandana Sphoorty Financial Limited,CRISIL,2024-02-29,initial,,Provisional CRISIL AA+ (SO),Series A1 PTCs (securitized),,Trust: Euphrates MFI 2024; Securitisation; Unlisted; Source: archive/2025-03
Spandana Sphoorty,Spandana Sphoorty Financial Limited,CRISIL,2024-04-08,initial,,Provisional CRISIL AA (SO),Series A PTCs (securitized),,Trust: Airspeed 03 2024; Securitisation; Unlisted; Source: archive/2024-09
Spandana Sphoorty,Spandana Sphoorty Financial Limited,CRISIL,2024-04-19,initial,,Provisional CRISIL AA (SO),Series A1 PTCs (securitized),,Trust: Verity 03 24; Non Banking Financial Company (NBFC); Unlisted; Source: archive/2024-09
Spandana Sphoorty,Spandana Sphoorty Financial Limited,ICRA,2024-04-30,upgrade,[ICRA] A+ (SO),[ICRA] AAA (SO),Striker ABSP 100 01 2023 PTC Series A1,,source=movement_H1_2024-2025; trigger=Annual Surveillance
Spandana Sphoorty,Spandana Sphoorty Financial Limited,ICRA,2024-04-30,upgrade,[ICRA] AA (SO),[ICRA] AAA (SO),Speedo AXSP 03 2023 PTC Series A1,,source=movement_H1_2024-2025; trigger=Annual Surveillance
Spandana Sphoorty,Spandana Sphoorty Financial Limited,ICRA,2024-04-30,upgrade,[ICRA] AA-,[ICRA] AA+,Nimbus 2023 MFI Cosmos PTC Series A1,,source=history_H1_2024-2025
Spandana Sphoorty,Spandana Sphoorty Financial Limited,ICRA,2024-05-21,upgrade,[ICRA] AA (SO),[ICRA] AAA (SO),Allium 03 2023 PTC Series A1(a),,source=movement_H1_2024-2025; trigger=Annual Surveillance
Spandana Sphoorty,Spandana Sphoorty Financial Limited,ICRA,2024-05-21,upgrade,[ICRA] A-,[ICRA] AA+,Allium 03 2023 PTC Series A1(b),,source=history_H1_2024-2025
Spandana Sphoorty,Spandana Sphoorty Financial Limited,CRISIL,2024-05-24,affirmed,Provisional CRISIL AA+ (SO),CRISIL AA+ (SO),Series A1 PTCs (securitized),,Trust: Euphrates MFI 2024; Securitisation; Unlisted; Source: archive/2025-03
Spandana Sphoorty,Spandana Sphoorty Financial Limited,ICRA,2024-06-24,upgrade,[ICRA] A-,[ICRA] AA-,Sunflower 03 2023 PTC Series A1,,source=history_H1_2024-2025
Spandana Sphoorty,Spandana Sphoorty Financial Limited,CRISIL,2024-06-25,affirmed,Provisional CRISIL AA (SO),CRISIL AA (SO),Series A PTCs (securitized),,Trust: Airspeed 03 2024; Securitisation; Unlisted; Source: archive/2025-03
Spandana Sphoorty,Spandana Sphoorty Financial Limited,CRISIL,2024-06-26,affirmed,Provisional CRISIL AA (SO),CRISIL AA (SO),Series A1 PTCs (securitized),,Trust: Verity 03 24; Non Banking Financial Company (NBFC); Unlisted; Source: archive/2024-09
Spandana Sphoorty,Spandana Sphoorty Financial Limited,ICRA,2024-07-15,upgrade,[ICRA] A (Positive),[ICRA] A+ (Stable),Non-convertible debentures,,source=movement_H1_2024-2025; trigger=Business Update
Spandana Sphoorty,Spandana Sphoorty Financial Limited,ICRA,2024-07-15,outlook_negative,PP-MLD [ICRA]A (Positive),PP-MLD [ICRA]A+ (Stable),Market Linked Debentures,,source=movement_H1_2024-2025; trigger=Business Update
Spandana Sphoorty,Spandana Sphoorty Financial Limited,ICRA,2024-07-15,upgrade,[ICRA] A,[ICRA] A+,NCD,,source=history_H1_2024-2025
Spandana Sphoorty,Spandana Sphoorty Financial Limited,CRISIL,2024-07-19,initial,,Provisional CRISIL AA+ (SO),Series A PTCs (securitized),,Trust: Darwin HSSP 06 2024; Securitisation; Unlisted; Source: archive/2025-03
Spandana Sphoorty,Spandana Sphoorty Financial Limited,ICRA,2024-07-19,upgrade,[ICRA] A-,[ICRA] AA+,Sirius 05 23 PTC Series A1(b),,source=history_H2_2024-2025
Spandana Sphoorty,Spandana Sphoorty Financial Limited,ICRA,2024-07-19,upgrade,[ICRA] AA,[ICRA] AAA,Sirius 05 23 PTC Series A1(a),,source=history_H2_2024-2025
Spandana Sphoorty,Spandana Sphoorty Financial Limited,ICRA,2024-08-19,upgrade,[ICRA] AA- (SO),[ICRA] AAA (SO),Nimbus 2023 MFI IRA PTC Series A1,,source=movement_H1_2024-2025; trigger=Annual Surveillance
Spandana Sphoorty,Spandana Sphoorty Financial Limited,ICRA,2024-08-19,upgrade,[ICRA] AA-,[ICRA] AAA,NIMBUS 2023 MFI IRA PTC Series A1,,source=history_H1_2024-2025
Spandana Sphoorty,Spandana Sphoorty Financial Limited,ICRA,2024-08-23,initial,,[ICRA] AAA,Sunrise 2024 PTC Series A1,,source=history_H1_2024-2025
Spandana Sphoorty,Spandana Sphoorty Financial Limited,ICRA,2024-08-23,initial,,[ICRA] A-,Sunrise 2024 PTC Series A2,,source=history_H1_2024-2025
Spandana Sphoorty,Spandana Sphoorty Financial Limited,CRISIL,2024-09-25,affirmed,Provisional CRISIL AA+ (SO),CRISIL AA+ (SO),Series A PTCs (securitized),,Trust: Darwin HSSP 06 2024; Securitisation; Unlisted; Source: archive/2024-09
